x, y
0.23386476426799,3.34146341463415
0.374183622828784,3.53658536585366
0.514502481389578,3.68292682926829
0.841913151364764,3.48780487804878
0.982232009925558,3.92682926829268
1.07577791563275,4.36585365853659
1.08,4.70731707317073
1.21609677419355,5.09756097560976
1.35641563275434,5.09756097560976
1.49673449131514,4.85365853658537
1.54350744416873,4.51219512195122
1.82414516129032,4.5609756097561
1.87091811414392,4.85365853658537
2.10478287841191,4.75609756097561
2.2451017369727,4.65853658536585
2.52573945409429,4.36585365853659
2.75960421836228,4.65853658536585
2.89992307692308,4.95121951219512
3.04024193548387,5.29268292682927
3.22733374689826,5.29268292682927
3.46119851116625,5.09756097560976
3.60151736972705,4.80487804878049
3.83538213399504,4.46341463414634
4.20956575682382,4.36585365853659
4.44343052109181,4.21951219512195
4.86438709677419,4.17073170731707
5.28534367245658,4.31707317073171
5.51920843672457,4.41463414634146
5.79984615384615,4.5609756097561
6.03371091811414,4.70731707317073
6.31434863523573,4.90243902439024
6.54821339950372,5.14634146341463
6.73530521091811,5.4390243902439
6.87562406947891,5.78048780487805
7.0627158808933,6.1219512195122
7.29658064516129,6.41463414634146
7.53044540942928,6.70731707317073
7.76431017369727,6.80487804878049
8.13849379652605,6.75609756097561
8.46590446650124,6.5609756097561
8.74654218362283,6.41463414634146
9.02717990074442,6.21951219512195
9.307817617866,5.82926829268293
9.58845533498759,5.53658536585366
9.82232009925558,5.04878048780488
10.00941191067,4.70731707317073
10.243276674938,4.41463414634146
10.5239143920596,4.21951219512195
10.8045521091811,4.07317073170732
11.1319627791563,4.02439024390244
11.4593734491315,4.21951219512195
11.6932382133995,4.46341463414634
11.8803300248139,4.75609756097561
12.0674218362283,5.04878048780488
12.2545136476427,5.39024390243903
12.4416054590571,5.73170731707317
12.4883784119107,6.1219512195122
12.6754702233251,6.41463414634146
12.8625620347395,6.75609756097561
13.143199751861,6.80487804878049
13.4706104218362,6.85365853658537
13.6577022332506,6.65853658536585
13.844794044665,6.31707317073171
14.0318858560794,5.97560975609756
14.2189776674938,5.73170731707317
14.312523573201,5.48780487804878
14.5931612903226,5.24390243902439
14.8737990074442,4.90243902439024
15.014117866005,4.51219512195122
15.2012096774194,4.07317073170732
15.4818473945409,3.73170731707317
15.6689392059553,3.4390243902439
15.9495769230769,3.14634146341463
16.2302146401985,2.85365853658537
16.5576253101737,2.60975609756098
16.8382630272953,2.36585365853659
